Clustername 1	Clustername 2	Raw distance	Squared similarity	Jaccard index	DSS index	Adjacency index	raw DSS non-anchor	raw DSS anchor	Non-anchor domains	Anchor domains	Combined group	Shared group
c00639_NODE_63...region001	c01049_NODE_10...region001	0.1703367829322815	0.6883410215377808	0.800000011920929	0.8296632170677185	0.75	0.340673565864563	0.0	4	1	NRPS-like - NRPS-like	NRPS-like
c00202_NODE_20...region001	c00519_NODE_51...region001	0.1378464251756668	0.7433087825775146	0.5833333134651184	0.8621535897254944	0.4615384638309479	0.2150329053401947	0.002770083025097847	7	1	NRPS-like - NRPS-like	NRPS-like
c01555_NODE_15...region001	c01798_NODE_17...region001	0.15604446828365326	0.7122609615325928	0.75	0.8439555168151855	0.6666666865348816	0.10101009905338287	0.18356163799762726	2	1	NRPS - NRPS-like	
c00570_NODE_57...region001	c00801_NODE_80...region001	0.2969687283039093	0.4942529499530792	0.4444444477558136	0.7030312418937683	0.375	0.013333333656191826	0.509695291519165	3	1	NRPS - NRPS-like	
c03275_NODE_32...region001	c04052_NODE_40...region001	0.0814371258020401	0.8437577486038208	1.0	0.9185628890991211	1.0	0.0	0.10179640352725983	1	1	NRPS-like - NRPS-like	NRPS-like
ABYX02000001.1.region024	JNLT01000002.1.region001	0.20728683471679688	0.6283941864967346	0.7599999904632568	0.7927131652832031	0.7222222089767456	0.2671230733394623	0.02029857411980629	50	4	NRPS.T1PKS - transAT-PKS.T1PKS.NRPS.PKS-like.bacteriocin	
c00392_NODE_39...region001	c01208_NODE_12...region001	0.10477972030639648	0.8014193177223206	1.0	0.8952202796936035	1.0	0.0	0.11132845282554626	1	4	NRPS - NRPS	NRPS
c05189_NODE_51...region001	c07452_NODE_74...region001	0.29126983880996704	0.5022984147071838	1.0	0.708730161190033	1.0	0.2738095223903656	0.30000001192092896	2	1	NRPS-like - NRPS-like	NRPS-like
c02894_NODE_28...region001	c05753_NODE_57...region001	0.18702289462089539	0.6609317660331726	0.6666666865348816	0.8129770755767822	0.5	0.5	0.030534351244568825	2	1	NRPS-like - NRPS-like	NRPS-like
ADDB02000001.1.region001	AKCE01000001.1.region001	0.11898556351661682	0.7761864066123962	0.837837815284729	0.8810144066810608	0.707317054271698	0.1303679347038269	0.013698630034923553	37	1	NRPS-like - NRPS-like	NRPS-like
c00359_NODE_35...region001	c00787_NODE_78...region001	0.17416121065616608	0.6820096969604492	0.625	0.8258388042449951	0.5714285969734192	0.3455599844455719	0.0027624310459941626	4	1	NRPS-like - NRPS-like	NRPS-like
GL383213.1.region001	GL383810.1.region001	0.025085384026169777	0.9504585266113281	1.0	0.9749146103858948	1.0	0.021835561841726303	0.031585030257701874	24	3	NRPS - NRPS	NRPS
c03836_NODE_38...region001	c06945_NODE_69...region001	0.2531617283821106	0.5577674508094788	1.0	0.7468382716178894	1.0	0.0	0.2531617283821106	0	2	NRPS - NRPS	NRPS
c00528_NODE_52...region001	c00618_NODE_61...region001	0.2545347809791565	0.5557183623313904	0.875	0.7454652190208435	0.8571428656578064	0.1544356793165207	0.42970821261405945	7	1	NRPS-like - NRPS-like	NRPS-like
c02612_NODE_26...region001	c05977_NODE_59...region001	0.1804407685995102	0.6716773509979248	0.6666666865348816	0.8195592164993286	0.5	0.5	0.020661156624555588	2	1	NRPS-like - NRPS-like	NRPS-like
c00997_NODE_99...region001	c01978_NODE_19...region001	0.28835228085517883	0.5064424872398376	0.800000011920929	0.7116477489471436	0.6000000238418579	0.5190340876579285	0.0	5	1	NRPS-like - NRPS-like	NRPS-like
c00702_NODE_70...region001	c02377_NODE_23...region001	0.2942465841770172	0.49808788299560547	0.25	0.7057534456253052	0.0	1.0	0.11780822277069092	1	1	NRPS-like - NRPS-like	NRPS-like
c00838_NODE_83...region001	c01224_NODE_12...region001	0.24609734117984772	0.5683692097663879	0.5	0.7539026737213135	0.3333333432674408	0.5454545617103577	0.09641873091459274	2	1	NRPS-like - NRPS-like	NRPS-like
c04195_NODE_41...region001	c06985_NODE_69...region001	0.12749004364013672	0.7612736225128174	1.0	0.8725099563598633	1.0	0.0	0.19123506546020508	2	1	NRPS-like - NRPS-like	NRPS-like
c00905_NODE_90...region001	c02004_NODE_20...region001	0.2652452886104584	0.5398644804954529	0.5	0.734754741191864	0.3333333432674408	0.0	0.2652452886104584	0	2	NRPS - NRPS	NRPS
c00218_NODE_21...region001	c00275_NODE_27...region001	0.22187316417694092	0.6054813861846924	0.8888888955116272	0.7781268358230591	0.875	0.2674146592617035	0.13079018890857697	8	1	NRPS-like - NRPS-like	NRPS-like
c00639_NODE_63...region001	c00959_NODE_95...region001	0.14237889647483826	0.7355139851570129	0.800000011920929	0.8576210737228394	0.75	0.2600325345993042	0.024725275114178658	4	1	NRPS-like - NRPS-like	NRPS-like
c00863_NODE_86...region001	c01798_NODE_17...region001	0.14716580510139465	0.7273261547088623	0.6000000238418579	0.852834165096283	0.5	0.335999995470047	0.005540166050195694	3	1	NRPS-like - NRPS-like	NRPS-like
c01197_NODE_11...region001	c01254_NODE_12...region001	0.1794520616531372	0.6732989549636841	0.3333333432674408	0.8205479383468628	0.20000000298023224	0.5	0.019178081303834915	2	1	NRPS-like - NRPS-like	NRPS-like
c00113_NODE_11...region001	c00145_NODE_14...region001	0.005639191251248121	0.9887534379959106	1.0	0.9943608045578003	1.0	0.0017315850127488375	0.03494623675942421	30	1	NRPS-like - NRPS-like	NRPS-like
c03481_NODE_34...region001	c03514_NODE_35...region001	0.019999999552965164	0.9603999853134155	0.6666666865348816	0.9800000190734863	0.5	0.019999999552965164	0.0	2	0	NRPS-like - NRPS-like	NRPS-like
c00680_NODE_68...region001	c02200_NODE_22...region001	0.2846774160861969	0.511686384677887	0.3333333432674408	0.7153225541114807	0.3333333432674408	1.0	0.0462365597486496	4	3	NRPS - NRPS-like	
c02253_NODE_22...region001	c04106_NODE_41...region001	0.0486111119389534	0.9051408171653748	0.6666666865348816	0.9513888955116272	0.5	0.0486111119389534	0.0	2	0	NRPS-like - NRPS-like	NRPS-like
c01266_NODE_12...region001	c01966_NODE_19...region001	0.2975589334964752	0.4934234619140625	1.0	0.7024410963058472	1.0	0.10101009905338287	0.3958333432674408	2	1	NRPS-like - NRPS-like	NRPS-like
GL383245.1.region001	GL384452.1.region002	0.03541221097111702	0.9304295778274536	1.0	0.9645878076553345	1.0	0.03244619816541672	0.039861228317022324	18	3	NRPS - NRPS	NRPS
c00838_NODE_83...region001	c00913_NODE_91...region001	0.287202388048172	0.5080804228782654	0.4000000059604645	0.7127976417541504	0.25	0.71875	0.0714285746216774	2	1	NRPS-like - NRPS-like	NRPS-like
c02671_NODE_26...region001	c02949_NODE_29...region001	0.18495935201644897	0.664291262626648	1.0	0.815040647983551	1.0	0.0	0.27743902802467346	2	1	NRPS-like - NRPS-like	NRPS-like
GL383701.1.region002	GL383923.1.region001	0.029282299801707268	0.9422928690910339	1.0	0.97071772813797	1.0	0.024424614384770393	0.03899766877293587	24	3	NRPS - NRPS	NRPS
c04401_NODE_44...region001	c05663_NODE_56...region001	0.06989838182926178	0.8650889992713928	1.0	0.9301016330718994	1.0	0.05797101557254791	0.07586207240819931	2	1	NRPS-like - NRPS-like	NRPS-like
c01735_NODE_17...region001	c01874_NODE_18...region001	0.17575255036354065	0.6793838739395142	1.0	0.8242474794387817	1.0	0.11041499674320221	0.22475570440292358	3	1	NRPS-like - NRPS-like	NRPS-like
c00273_NODE_27...region001	c00322_NODE_32...region001	0.2479785978794098	0.5655362010002136	0.4166666567325592	0.7520213723182678	0.3636363744735718	0.5609840154647827	0.013224529102444649	6	2	NRPS - NRPS	NRPS
c00959_NODE_95...region001	c02946_NODE_29...region001	0.16308414936065674	0.7004281282424927	0.75	0.8369158506393433	0.6666666865348816	0.3440000116825104	0.027397260069847107	3	1	NRPS-like - NRPS-like	NRPS-like
c01093_NODE_10...region001	c01735_NODE_17...region001	0.11616161465644836	0.7811703085899353	0.75	0.8838383555412292	0.6666666865348816	0.012396694160997868	0.1680440753698349	2	1	NRPS-like - NRPS-like	NRPS-like
c02009_NODE_20...region001	c04132_NODE_41...region001	0.2424495965242386	0.5738825798034668	1.0	0.7575504183769226	1.0	0.09090909361839294	0.2803347408771515	1	1	NRPS-like - NRPS-like	NRPS-like
c00723_NODE_72...region001	c01339_NODE_13...region001	0.2857142984867096	0.5102040767669678	0.5	0.7142857313156128	0.3333333432674408	0.6666666865348816	0.0	3	1	NRPS-like - NRPS-like	NRPS-like
c00201_NODE_20...region001	c00655_NODE_65...region001	0.20503127574920654	0.6319752335548401	0.5	0.7949687242507935	0.4285714328289032	0.20503127574920654	0.0	5	0	NRPS-like - NRPS-like	NRPS-like
c01588_NODE_15...region001	c03722_NODE_37...region001	0.29840320348739624	0.4922380745410919	0.6666666865348816	0.7015967965126038	0.5	0.5	0.19760479032993317	2	1	NRPS-like - NRPS-like	NRPS-like
c00157_NODE_15...region001	c00162_NODE_16...region001	0.23854245245456696	0.5798175930976868	0.75	0.7614575624465942	0.7333333492279053	0.2691818177700043	0.13896457850933075	13	1	NRPS - NRPS-like	
c00279_NODE_27...region001	c00403_NODE_40...region001	0.22203278541564941	0.6052330136299133	0.5555555820465088	0.7779672145843506	0.5	0.3700546324253082	0.0	6	1	NRPS-like - NRPS-like	NRPS-like
ABYX02000001.1.region001	KB899010.1.region001	0.2849523425102234	0.5112931728363037	0.7857142686843872	0.7150476574897766	0.5769230723381042	0.19864223897457123	0.3928399980068207	35	7	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
c02269_NODE_22...region001	c06990_NODE_69...region001	0.29422441124916077	0.49811920523643494	1.0	0.7057756185531616	1.0	0.18867924809455872	0.3206106722354889	1	1	NRPS-like - NRPS-like	NRPS-like
c00703_NODE_70...region001	c00843_NODE_84...region001	0.10988712310791016	0.7923009395599365	0.5454545617103577	0.8901128768920898	0.4545454680919647	0.17398770153522491	0.01373626384884119	6	1	NRPS-like - NRPS-like	NRPS-like
c03252_NODE_32...region001	c07678_NODE_76...region001	0.16351118683815002	0.6997135281562805	0.75	0.8364887833595276	0.6666666865348816	0.3333333432674408	0.03614457696676254	3	1	NRPS-like - NRPS-like	NRPS-like
c02259_NODE_22...region001	c09044_NODE_90...region001	0.22413793206214905	0.6019619703292847	0.6666666865348816	0.7758620977401733	0.5	0.5	0.08620689809322357	2	1	NRPS-like - NRPS-like	NRPS-like
c00432_NODE_43...region001	c00764_NODE_76...region001	0.13152608275413513	0.7542469501495361	0.6363636255264282	0.8684738874435425	0.5454545617103577	0.20668384432792664	0.0	7	1	NRPS-like - NRPS-like	NRPS-like
BGC0000369.1	VIKV01000297.1.region001	0.02210511825978756	0.956278383731842	1.0	0.9778949022293091	1.0	0.01593085564672947	0.024841437116265297	39	22	NRPS - nrps	
BGC0000368.1	KB898992.1.region003	0.19858573377132416	0.6422648429870605	0.8518518805503845	0.8014142513275146	0.7272727489471436	0.09406289458274841	0.31181880831718445	26	6	NRPS - nrps	
c02180_NODE_21...region001	c07544_NODE_75...region001	0.0983697846531868	0.8129370212554932	1.0	0.9016302227973938	1.0	0.19815693795681	0.0235294122248888	3	1	NRPS-like - NRPS-like	NRPS-like
AP009552.1.region012	BGC0001018.1	0.13225588202476501	0.7529798150062561	0.7142857313156128	0.8677440881729126	0.529411792755127	0.2000712901353836	0.10440313071012497	23	14	NRPS.microviridin - nrps	
c00959_NODE_95...region001	c01063_NODE_10...region001	0.24087195098400116	0.5762754082679749	0.5	0.7591280341148376	0.4000000059604645	0.40860989689826965	0.11506849527359009	3	1	NRPS-like - NRPS-like	NRPS-like
c03446_NODE_34...region001	c06484_NODE_64...region001	0.05090909078717232	0.9007735252380371	1.0	0.9490908980369568	1.0	0.0	0.06363636255264282	1	1	NRPS-like - NRPS-like	NRPS-like
GL383502.1.region001	GL383821.1.region001	0.13344326615333557	0.7509205937385559	0.800000011920929	0.866556704044342	0.739130437374115	0.20066949725151062	0.01579735241830349	21	3	NRPS - NRPS	NRPS
c03286_NODE_32...region001	c03687_NODE_36...region001	0.21728794276714325	0.6126381754875183	0.6666666865348816	0.7827120423316956	0.5	0.5681818127632141	0.04184100404381752	2	1	NRPS-like - NRPS-like	NRPS-like
GL383325.1.region001	GL383810.1.region001	0.03939744085073471	0.9227572679519653	0.9166666865348816	0.9606025815010071	0.8518518805503845	0.05242731049656868	0.013337701559066772	24	3	NRPS - NRPS	NRPS
c00178_NODE_17...region001	c00731_NODE_73...region001	0.17991439998149872	0.6725403666496277	0.75	0.8200855851173401	0.7142857313156128	0.2906745970249176	0.013774104416370392	6	1	NRPS-like - NRPS-like	NRPS-like
GL383158.1.region001	GL383669.1.region001	0.0640820562839508	0.8759424090385437	1.0	0.9359179139137268	1.0	0.11425083130598068	0.03899766877293587	6	3	NRPS - NRPS	NRPS
c01567_NODE_15...region001	c02945_NODE_29...region001	0.09086187928915024	0.8265321254730225	0.75	0.9091381430625916	0.6666666865348816	0.027809523046016693	0.12238805741071701	2	1	NRPS-like - NRPS-like	NRPS-like
c00818_NODE_81...region001	c01208_NODE_12...region001	0.2995719313621521	0.49059945344924927	1.0	0.7004280686378479	1.0	0.0	0.3182951807975769	1	4	NRPS - NRPS-like	
c00067_NODE_67...region001	c00145_NODE_14...region001	0.12418563663959503	0.7670508027076721	0.3870967626571655	0.8758143782615662	0.35483869910240173	0.1623966097831726	0.0	13	1	NRPS-like - NRPS-like	NRPS-like
c00027_NODE_27...region001	c00164_NODE_16...region001	0.26426517963409424	0.5413057208061218	0.7272727489471436	0.7357348203659058	0.7272727489471436	0.26426517963409424	0.0	23	0	NRPS-like - NRPS-like	NRPS-like
c03382_NODE_33...region001	c04496_NODE_44...region001	0.14913713932037354	0.7239676117897034	1.0	0.8508628606796265	1.0	0.07017543911933899	0.15900735557079315	1	2	NRPS - NRPS	NRPS
c03446_NODE_34...region001	c04073_NODE_40...region001	0.13818182051181793	0.7427305579185486	1.0	0.8618181943893433	1.0	0.0	0.17272727191448212	1	1	NRPS-like - NRPS-like	NRPS-like
GL383635.1.region001	GL384112.1.region001	0.043975379317998886	0.9139830470085144	0.9473684430122375	0.9560246467590332	0.8636363744735718	0.06121063232421875	0.015249958261847496	20	3	NRPS - NRPS	NRPS
c01966_NODE_19...region001	c05977_NODE_59...region001	0.2236591875553131	0.6027050614356995	0.6666666865348816	0.7763408422470093	0.5	0.5454545617103577	0.06276150792837143	2	1	NRPS-like - NRPS-like	NRPS-like
c06023_NODE_60...region001	c06066_NODE_60...region001	0.2615709602832794	0.5452774167060852	0.6666666865348816	0.7384290099143982	0.5	0.7444444298744202	0.020134227350354195	2	1	NRPS-like - NRPS-like	NRPS-like
c00143_NODE_14...region001	c00227_NODE_22...region001	0.01778952218592167	0.9647374153137207	1.0	0.9822104573249817	1.0	0.02179470658302307	0.002770083025097847	15	1	NRPS-like - NRPS-like	NRPS-like
GL383264.1.region001	GL384389.1.region001	0.02966413088142872	0.941551685333252	0.9583333134651184	0.970335841178894	0.8888888955116272	0.010297536849975586	0.06839732080698013	24	3	NRPS - NRPS	NRPS
GL383264.1.region001	GL383735.1.region001	0.02317618951201439	0.9541847705841064	0.95652174949646	0.9768238067626953	0.8846153616905212	0.014921504072844982	0.03899766877293587	23	3	NRPS - NRPS	NRPS
JMCC02000108.1.region001	PVNL01000031.1.region001	0.18373697996139526	0.6662853360176086	0.4444444477558136	0.8162630200386047	0.3095238208770752	0.20732605457305908	0.1522848904132843	16	3	NRPS-like - NRPS-like.T1PKS	
c04393_NODE_43...region001	c06376_NODE_63...region001	0.12958192825317383	0.7576276063919067	1.0	0.8704180717468262	1.0	0.095238097012043	0.1553398072719574	3	1	NRPS - NRPS-like	
c02975_NODE_29...region001	c03991_NODE_39...region001	0.15844298899173737	0.7082182168960571	1.0	0.8415570259094238	1.0	0.0	0.15844298899173737	0	2	NRPS - NRPS	NRPS
GL383714.1.region002	GL384611.1.region001	0.02474932000041008	0.9511138796806335	1.0	0.9752506613731384	1.0	0.017625145614147186	0.03899766877293587	24	3	NRPS - NRPS	NRPS
GL383264.1.region001	GL383325.1.region001	0.04974550008773804	0.9029836058616638	0.8799999952316284	0.950254499912262	0.7586206793785095	0.049768827855587006	0.0496988482773304	24	3	NRPS - NRPS	NRPS
c03393_NODE_33...region001	c04106_NODE_41...region001	0.2800000011920929	0.5184000134468079	1.0	0.7200000286102295	1.0	0.23199999332427979	0.30399999022483826	2	1	NRPS-like - NRPS-like	NRPS-like
GL383727.1.region001	GL384547.1.region001	0.01889495551586151	0.9625670909881592	1.0	0.9811050295829773	1.0	0.022332103922963142	0.013452804647386074	19	3	NRPS - NRPS	NRPS
AUKP01000029.1.region001	KB897364.1.region001	0.008936149999499321	0.9822075366973877	1.0	0.9910638332366943	1.0	0.009997070766985416	0.007609999272972345	35	7	NRPS.T1PKS - NRPS.T1PKS	NRPS.T1PKS
c01846_NODE_18...region001	c03215_NODE_32...region001	0.12353567779064178	0.7681897282600403	0.75	0.876464307308197	0.6666666865348816	0.0	0.18530350923538208	2	1	NRPS - NRPS-like	
c03870_NODE_38...region001	c04940_NODE_49...region001	0.1051340401172638	0.8007850646972656	1.0	0.8948659896850586	1.0	0.0	0.1051340401172638	0	2	NRPS - NRPS	NRPS
c01154_NODE_11...region001	c01651_NODE_16...region001	0.2982254922389984	0.49248746037483215	0.6666666865348816	0.701774537563324	0.6000000238418579	0.4277629554271698	0.20107237994670868	3	1	NRPS-like - NRPS-like	NRPS-like
c02009_NODE_20...region001	c02624_NODE_26...region001	0.06839102506637573	0.8678953051567078	0.6666666865348816	0.9316089749336243	0.5	0.09090909361839294	0.06276150792837143	1	1	NRPS-like - NRPS-like	NRPS-like
c06169_NODE_61...region001	c07557_NODE_75...region001	0.22374391555786133	0.6025735139846802	1.0	0.7762560844421387	1.0	0.1972828209400177	0.24358974397182465	3	1	NRPS-like - NRPS-like	NRPS-like
c02335_NODE_23...region001	c03604_NODE_36...region001	0.29222372174263	0.5009472370147705	1.0	0.7077762484550476	1.0	0.0	0.29222372174263	0	2	NRPS - NRPS	NRPS
c01607_NODE_16...region001	c02377_NODE_23...region001	0.21797530353069305	0.6115626096725464	0.75	0.7820246815681458	0.6666666865348816	0.48663100600242615	0.016483517363667488	3	1	NRPS-like - NRPS-like	NRPS-like
c00417_NODE_41...region001	c00566_NODE_56...region001	0.23002275824546814	0.5928649306297302	0.7777777910232544	0.7699772119522095	0.75	0.2677379548549652	0.16402116417884827	7	1	NRPS-like - NRPS-like	NRPS-like
c02410_NODE_24...region001	c03798_NODE_37...region001	0.1633213311433792	0.7000311613082886	1.0	0.836678683757782	1.0	0.44262295961380005	0.0934959352016449	1	1	NRPS-like - NRPS-like	NRPS-like
GL383169.1.region001	GL383923.1.region001	0.05145926773548126	0.8997294902801514	1.0	0.9485407471656799	1.0	0.01737864688038826	0.07701973617076874	9	3	NRPS - NRPS	NRPS
c02168_NODE_21...region001	c02828_NODE_28...region001	0.230962336063385	0.5914189219474792	0.6666666865348816	0.769037663936615	0.5	0.0	0.28870293498039246	1	1	NRPS-like - NRPS-like	NRPS-like
c02612_NODE_26...region001	c03286_NODE_32...region001	0.06380908936262131	0.8764533996582031	1.0	0.9361909031867981	1.0	0.0674603208899498	0.06198346987366676	2	1	NRPS-like - NRPS-like	NRPS-like
GL383100.1.region001	GL384452.1.region002	0.01960785500705242	0.9611687660217285	1.0	0.9803921580314636	1.0	0.024587955325841904	0.01172269694507122	19	3	NRPS - NRPS	NRPS
c02624_NODE_26...region001	c05977_NODE_59...region001	0.2236591875553131	0.6027050614356995	0.6666666865348816	0.7763408422470093	0.5	0.5454545617103577	0.06276150792837143	2	1	NRPS-like - NRPS-like	NRPS-like
c01049_NODE_10...region001	c02946_NODE_29...region001	0.14443567395210266	0.7319903373718262	0.75	0.855564296245575	0.6666666865348816	0.3333333432674408	0.0027624310459941626	3	1	NRPS-like - NRPS-like	NRPS-like
GL383100.1.region001	GL383759.1.region002	0.027038248255848885	0.9466545581817627	1.0	0.9729617238044739	1.0	0.02382245846092701	0.03373780846595764	25	3	NRPS - NRPS	NRPS
GL383465.1.region001	GL383688.1.region001	0.007559679448604584	0.9849377870559692	1.0	0.9924403429031372	1.0	0.010895074345171452	0.0008888888987712562	24	3	NRPS - NRPS	NRPS
GL383459.1.region002	GL383759.1.region002	0.02538199909031391	0.9498802423477173	1.0	0.9746180176734924	1.0	0.015803519636392593	0.04533716291189194	25	3	NRPS - NRPS	NRPS
AUKP01000012.1.region001	KB897374.1.region001	0.03817377984523773	0.9251096844673157	0.9411764740943909	0.9618262052536011	0.8684210777282715	0.04208420589566231	0.020576847717165947	36	2	NRPS - NRPS	NRPS
GL383459.1.region002	GL384452.1.region002	0.009386733174324036	0.9813146591186523	1.0	0.9906132817268372	1.0	0.015315196476876736	0.0	19	3	NRPS - NRPS	NRPS
c00366_NODE_36...region001	c00843_NODE_84...region001	0.0870140790939331	0.8335433006286621	0.875	0.9129859209060669	0.875	0.12638889253139496	0.00826446246355772	8	1	NRPS-like - NRPS-like	NRPS-like
c00696_NODE_69...region001	c00838_NODE_83...region001	0.23178912699222565	0.5901479125022888	0.75	0.7682108879089355	0.6666666865348816	0.40860989689826965	0.09917355328798294	3	1	NRPS-like - NRPS-like	NRPS-like
c01607_NODE_16...region001	c04111_NODE_41...region001	0.25693634152412415	0.5521435737609863	0.75	0.7430636882781982	0.6666666865348816	0.5775400996208191	0.016483517363667488	3	1	NRPS-like - NRPS-like	NRPS-like
GL383283.1.region001	GL383701.1.region002	0.023005003109574318	0.9545192122459412	0.95652174949646	0.9769949913024902	0.8846153616905212	0.026705853641033173	0.015911703929305077	23	3	NRPS - NRPS	NRPS
GL383364.1.region002	GL383810.1.region001	0.0047766980715096	0.9904693961143494	1.0	0.9952232837677002	1.0	0.005843257997184992	0.0026435786858201027	24	3	NRPS - NRPS	NRPS
c01063_NODE_10...region001	c01142_NODE_11...region001	0.03885135054588318	0.9238067269325256	1.0	0.9611486196517944	1.0	0.07770270109176636	0.0	4	1	NRPS-like - NRPS-like	NRPS-like
c00570_NODE_57...region001	c00838_NODE_83...region001	0.2302149534225464	0.5925689935684204	0.75	0.7697850465774536	0.6666666865348816	0.40860989689826965	0.09641873091459274	3	1	NRPS - NRPS-like	
GL383283.1.region001	GL383325.1.region001	0.03131887689232826	0.9383431077003479	0.8799999952316284	0.9686810970306396	0.7586206793785095	0.04524839669466019	0.0034598344936966896	24	3	NRPS - NRPS	NRPS
GL383596.1.region002	GL384071.1.region001	0.05984535068273544	0.8838907480239868	1.0	0.9401546716690063	1.0	0.08650001883506775	0.03985435143113136	9	3	NRPS - NRPS	NRPS
c01588_NODE_15...region001	c02230_NODE_22...region001	0.1666666716337204	0.6944444179534912	1.0	0.8333333134651184	1.0	0.012195121496915817	0.24390244483947754	2	1	NRPS-like - NRPS-like	NRPS-like
GL383364.1.region002	GL383502.1.region001	0.0006848720367997885	0.998630702495575	0.8500000238418579	0.9993151426315308	0.8636363744735718	0.0005488608148880303	0.0008888888987712562	18	3	NRPS - NRPS	NRPS
c00806_NODE_80...region001	c00811_NODE_81...region001	0.29549863934516907	0.4963221549987793	0.4285714328289032	0.7045013308525085	0.3333333432674408	0.17160232365131378	0.3574468195438385	2	1	NRPS-like - NRPS-like	NRPS-like
c00440_NODE_44...region001	c00743_NODE_74...region001	0.1666666716337204	0.6944444179534912	0.8333333134651184	0.8333333134651184	0.800000011920929	0.1666666716337204	0.0	6	0	NRPS-like - NRPS-like	NRPS-like
c01555_NODE_15...region001	c01888_NODE_18...region001	0.28197380900382996	0.515561580657959	1.0	0.7180261611938477	1.0	0.0	0.42296072840690613	2	1	NRPS - NRPS-like	
c00570_NODE_57...region001	c00639_NODE_63...region001	0.07051362842321396	0.8639448881149292	0.800000011920929	0.9294863939285278	0.75	0.13156476616859436	0.024725275114178658	3	1	NRPS - NRPS-like	
c00359_NODE_35...region001	c00866_NODE_86...region001	0.27747252583503723	0.5220459699630737	0.375	0.7225274443626404	0.2857142984867096	0.5	0.05494505539536476	4	1	NRPS-like - NRPS-like	NRPS-like
GL383735.1.region001	GL383821.1.region001	0.04373231530189514	0.9144479036331177	0.95652174949646	0.9562676548957825	0.8846153616905212	0.05814424157142639	0.014908462762832642	24	3	NRPS - NRPS	NRPS
c02793_NODE_27...region001	c03240_NODE_32...region001	0.2820276618003845	0.5154842734336853	1.0	0.7179723381996155	1.0	0.0	0.35253456234931946	2	2	NRPS - NRPS	NRPS
c04164_NODE_41...region001	c07717_NODE_77...region001	0.26688840985298157	0.5374525785446167	0.6666666865348816	0.733111560344696	0.5	0.6557376980781555	0.07246376574039459	2	1	NRPS-like - NRPS-like	NRPS-like
GL383283.1.region001	GL384605.1.region002	0.022308295592665672	0.9558810591697693	0.9583333134651184	0.9776917099952698	0.8888888955116272	0.011335215531289577	0.04425445571541786	24	3	NRPS - NRPS	NRPS
c00441_NODE_44...region001	c01555_NODE_15...region001	0.22206832468509674	0.6051777005195618	0.5	0.7779316902160645	0.3333333432674408	0.5	0.08310249447822571	2	1	NRPS - NRPS-like	
c01900_NODE_19...region001	c04300_NODE_43...region001	0.2846153974533081	0.5117751359939575	1.0	0.7153846025466919	1.0	0.0	0.35576921701431274	2	2	NRPS - NRPS	NRPS
c06419_NODE_64...region001	c06802_NODE_68...region001	0.10429447889328003	0.8022883534431458	0.75	0.89570552110672	0.6666666865348816	0.10429447889328003	0.0	3	0	NRPS-like - NRPS-like	NRPS-like
c04195_NODE_41...region001	c05490_NODE_54...region001	0.13008129596710205	0.7567585706710815	1.0	0.869918704032898	1.0	0.0	0.19512194395065308	2	1	NRPS-like - NRPS-like	NRPS-like
c03275_NODE_32...region001	c03630_NODE_36...region001	0.14000998437404633	0.7395828366279602	0.6666666865348816	0.8599900007247925	0.5	0.5961538553237915	0.025974025949835777	1	1	NRPS-like - NRPS-like	NRPS-like
GL383213.1.region001	GL384605.1.region002	0.027392443269491196	0.9459654688835144	1.0	0.9726075530052185	1.0	0.010367562994360924	0.06286094337701797	25	3	NRPS - NRPS	NRPS
c01604_NODE_16...region001	c02467_NODE_24...region001	0.25579655170440674	0.5538387894630432	1.0	0.7442034482955933	1.0	0.0	0.4476439654827118	3	1	NRPS-like - NRPS-like	NRPS-like
c00696_NODE_69...region001	c02003_NODE_20...region001	0.2888801097869873	0.5056915283203125	0.5	0.7111198902130127	0.3333333432674408	0.6666666865348816	0.005540166050195694	3	1	NRPS-like - NRPS-like	NRPS-like
c00838_NODE_83...region001	c01177_NODE_11...region001	0.0	1.0	1.0	1.0	1.0	0.0	0.0	2	1	NRPS-like - NRPS-like	NRPS-like
c06201_NODE_62...region001	c10033_NODE_10...region001	0.2951388955116272	0.49682918190956116	1.0	0.7048611044883728	1.0	0.0	0.4427083432674408	2	1	NRPS-like - NRPS-like	NRPS-like
GL383112.1.region002	GL383688.1.region001	0.025704191997647285	0.9492523074150085	1.0	0.9742957949638367	1.0	0.016495466232299805	0.040284670889377594	19	3	NRPS - NRPS	NRPS
c02854_NODE_28...region001	c04164_NODE_41...region001	0.2274109423160553	0.596893846988678	1.0	0.7725890874862671	1.0	0.40950554609298706	0.13636364042758942	2	1	NRPS-like - NRPS-like	NRPS-like
c01856_NODE_18...region001	c03756_NODE_37...region001	0.20994465053081512	0.6241874694824219	0.6666666865348816	0.7900553345680237	0.5	0.5096153616905212	0.06010929122567177	2	1	NRPS-like - NRPS-like	NRPS-like
c03218_NODE_32...region001	c03617_NODE_36...region001	0.28480610251426697	0.5115023255348206	1.0	0.7151938676834106	1.0	0.00826446246355772	0.42307692766189575	2	1	NRPS - NRPS-like	
