	NCBI_ID	Database	BioSample	LCMS_file	Genome_label	Method	New_NCBI_ID	Downloaded
596	ASM27630v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_906_RD5_01_22220.mzXML	ASM27630v1	genome	NaN	no
597	04_NF40_HMP1647v01	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_BHI_1084_BA2_01_23016.mzXML	04_NF40_HMP1647v01	genome	NaN	no
598	ASM16063v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_13_RA8_01_22107.mzXML	ASM16063v1	genome	NaN	no
599	ASM16063v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_TSB_13_RA10_01_22447.mzXML	ASM16063v1	genome	NaN	no
600	ASM16063v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_BHI_13_BA12_01_23026.mzXML	ASM16063v1	genome	NaN	no
601	ASM14430v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_492_RC2_01_22298.mzXML	ASM14430v1	genome	NaN	no
605	ASM14400v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_488_RB10_01_22293.mzXML	ASM14400v1	genome	NaN	no
606	ASM14402v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_489_RB11_01_22294.mzXML	ASM14402v1	genome	NaN	no
607	ASM14412v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_490_RB12_01_22295.mzXML	ASM14412v1	genome	NaN	no
608	ASM14477v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_491_RC1_01_22297.mzXML	ASM14477v1	genome	NaN	no
609	ASM14438v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_493_RC3_01_22299.mzXML	ASM14438v1	genome	NaN	no
610	ASM14434v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_494_RC4_01_22300.mzXML	ASM14434v1	genome	NaN	no
611	ASM14434v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_TSB_494_RD10_01_24972.mzXML	ASM14434v1	genome	NaN	no
612	ASM14406v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_495_RC5_01_22301.mzXML	ASM14406v1	genome	NaN	no
613	ASM14517v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_496_RC6_01_22302.mzXML	ASM14517v1	genome	NaN	no
614	ASM14557v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_497_RC7_01_22303.mzXML	ASM14557v1	genome	NaN	no
615	ASM14452v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_498_RC8_01_22304.mzXML	ASM14452v1	genome	NaN	no
616	ASM14450v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_499_RC9_01_22305.mzXML	ASM14450v1	genome	NaN	no
617	ASM14479v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_500_RC10_01_22306.mzXML	ASM14479v1	genome	NaN	no
618	ASM14479v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_TSB_500_RD11_01_24973.mzXML	ASM14479v1	genome	NaN	no
619	ASM14414v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_501_RC11_01_22307.mzXML	ASM14414v1	genome	NaN	no
620	ASM14414v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_TSB_501_RD12_01_24974.mzXML	ASM14414v1	genome	NaN	no
621	ASM14545v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_502_RC12_01_22308.mzXML	ASM14545v1	genome	NaN	no
622	ASM14471v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_503_RD1_01_22310.mzXML	ASM14471v1	genome	NaN	no
623	ASM14471v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_TSB_503_RE1_01_24976.mzXML	ASM14471v1	genome	NaN	no
624	ASM14511v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_504_RD2_01_22311.mzXML	ASM14511v1	genome	NaN	no
625	ASM14551v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_505_RD3_01_22312.mzXML	ASM14551v1	genome	NaN	no
626	ASM14456v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_506_RD4_01_22313.mzXML	ASM14456v1	genome	NaN	no
627	ASM14458v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_507_RD5_01_22314.mzXML	ASM14458v1	genome	NaN	no
628	ASM14549v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_508_RD6_01_22315.mzXML	ASM14549v1	genome	NaN	no
629	ASM14549v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_BHI_508_RB7_01_24946.mzXML	ASM14549v1	genome	NaN	no
630	ASM14555v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_509_RD7_01_22316.mzXML	ASM14555v1	genome	NaN	no
631	ASM14507v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_510_RD8_01_22317.mzXML	ASM14507v1	genome	NaN	no
632	ASM14444v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_512_RD9_01_22318.mzXML	ASM14444v1	genome	NaN	no
633	ASM14444v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_TSB_512_RE2_01_24977.mzXML	ASM14444v1	genome	NaN	no
634	ASM14444v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_BHI_512_RB8_01_24949.mzXML	ASM14444v1	genome	NaN	no
635	ASM14519v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_513_RD10_01_22319.mzXML	ASM14519v1	genome	NaN	no
636	ASM14475v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_514_RD11_01_22320.mzXML	ASM14475v1	genome	NaN	no
637	ASM14408v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_515_RD12_01_22321.mzXML	ASM14408v1	genome	NaN	no
638	ASM14436v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_516_RE1_01_22323.mzXML	ASM14436v1	genome	NaN	no
639	ASM14487v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_518_RE2_01_22324.mzXML	ASM14487v1	genome	NaN	no
640	ASM14426v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_519_RE3_01_22325.mzXML	ASM14426v1	genome	NaN	no
641	ASM14446v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_520_RE4_01_22326.mzXML	ASM14446v1	genome	NaN	no
642	ASM14446v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_BHI_520_RB9_01_24950.mzXML	ASM14446v1	genome	NaN	no
643	ASM14432v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_521_RE5_01_22327.mzXML	ASM14432v1	genome	NaN	no
644	ASM14418v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_522_RE6_01_22328.mzXML	ASM14418v1	genome	NaN	no
645	ASM14509v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_524_RE8_01_22330.mzXML	ASM14509v1	genome	NaN	no
646	ASM14485v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_525_RE9_01_22331.mzXML	ASM14485v1	genome	NaN	no
647	ASM14485v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_BHI_525_RB10_01_24951.mzXML	ASM14485v1	genome	NaN	no
648	ASM14547v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_526_RE10_01_22332.mzXML	ASM14547v1	genome	NaN	no
649	ASM14547v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_BHI_526_RB11_01_24952.mzXML	ASM14547v1	genome	NaN	no
650	ASM14535v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_527_RE11_01_22333.mzXML	ASM14535v1	genome	NaN	no
651	ASM14454v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_528_RE12_01_22334.mzXML	ASM14454v1	genome	NaN	no
652	ASM14473v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_529_RF1_01_22336.mzXML	ASM14473v1	genome	NaN	no
653	ASM14404v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_530_RF2_01_22337.mzXML	ASM14404v1	genome	NaN	no
654	ASM14424v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_531_RF3_01_22338.mzXML	ASM14424v1	genome	NaN	no
655	ASM14424v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_BHI_531_RB12_01_24953.mzXML	ASM14424v1	genome	NaN	no
656	ASM14410v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_536_RF5_01_22340.mzXML	ASM14410v1	genome	NaN	no
657	ASM14442v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_539_RF6_01_22341.mzXML	ASM14442v1	genome	NaN	no
658	ASM14420v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_552_RF7_01_22342.mzXML	ASM14420v1	genome	NaN	no
659	ASM14505v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_554_RF8_01_22343.mzXML	ASM14505v1	genome	NaN	no
660	ASM14489v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_555_RF9_01_22344.mzXML	ASM14489v1	genome	NaN	no
661	ASM14489v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_TSB_555_RE3_01_24978.mzXML	ASM14489v1	genome	NaN	no
662	ASM14489v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_BHI_555_RC1_01_24955.mzXML	ASM14489v1	genome	NaN	no
663	ASM18007v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_561_RE2_01_22570.mzXML	ASM18007v1	genome	NaN	no
664	ASM18007v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_561_RE9_01_22237.mzXML	ASM18007v1	genome	NaN	no
665	ASM18007v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_561_RE2_01_22982.mzXML	ASM18007v1	genome	NaN	no
666	ASM16017v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_106_RD9_01_22810.mzXML	ASM16017v1	genome	NaN	no
667	ASM16017v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_106_BC7_01_22889.mzXML	ASM16017v1	genome	NaN	no
668	ASM16017v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_106_BD3_01_22713.mzXML	ASM16017v1	genome	NaN	no
669	ASM14416v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_523_RE7_01_22329.mzXML	ASM14416v1	genome	NaN	no
670	ASM14553v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_534_RF4_01_22339.mzXML	ASM14553v1	genome	NaN	no
692	Blongum22Bv1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_TSB_848_RE7_01_22496.mzXML	Blongum22Bv1	genome	NaN	no
693	Blongum22Bv1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_BHI_848_BE4_01_23070.mzXML	Blongum22Bv1	genome	NaN	no
695	ASM17567v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_107_RA3_01_22519.mzXML	ASM17567v1	genome	NaN	no
696	ASM17567v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_107_RA3_01_22180.mzXML	ASM17567v1	genome	NaN	no
697	ASM17567v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_107_RA3_01_22931.mzXML	ASM17567v1	genome	NaN	no
698	ASM17687v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_114_RA12_01_22528.mzXML	ASM17687v1	genome	NaN	no
699	ASM17687v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_114_RB1_01_22190.mzXML	ASM17687v1	genome	NaN	no
700	ASM17687v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_114_RA12_01_22940.mzXML	ASM17687v1	genome	NaN	no
701	ASM17483v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_116_RB11_01_22540.mzXML	ASM17483v1	genome	NaN	no
702	ASM17483v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_116_RC1_01_22203.mzXML	ASM17483v1	genome	NaN	no
703	ASM14358v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_245_RC1_01_22543.mzXML	ASM14358v1	genome	NaN	no
704	ASM14358v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_245_RC3_01_22205.mzXML	ASM14358v1	genome	NaN	no
705	ASM14358v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_245_RC3_01_22957.mzXML	ASM14358v1	genome	NaN	no
714	Clos_clos_WAL_7855_v11	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_317_RA2_01_22101.mzXML	Clos_clos_WAL_7855_v11	genome	NaN	no
715	Clos_clos_WAL_7855_v11	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_TSB_317_RA3_01_22440.mzXML	Clos_clos_WAL_7855_v11	genome	NaN	no
716	Clos_clos_WAL_7855_v11	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_BHI_317_BA5_01_23019.mzXML	Clos_clos_WAL_7855_v11	genome	NaN	no
717	Clos_symb_WAL_14673_V2	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_319_RA5_01_22104.mzXML	Clos_symb_WAL_14673_V2	genome	NaN	no
718	Clos_symb_WAL_14673_V2	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_TSB_319_RA8_01_22445.mzXML	Clos_symb_WAL_14673_V2	genome	NaN	no
719	Clos_symb_WAL_14673_V2	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_BHI_319_BA10_01_23024.mzXML	Clos_symb_WAL_14673_V2	genome	NaN	no
721	ASM16243v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_640_BC6_01_22888.mzXML	ASM16243v1	genome	NaN	no
722	ASM16243v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_640_BD2_01_22712.mzXML	ASM16243v1	genome	NaN	no
723	ASM27614v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_896_RC9_01_22551.mzXML	ASM27614v1	genome	NaN	no
724	ASM27614v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_896_RC11_01_22213.mzXML	ASM27614v1	genome	NaN	no
725	ASM27614v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_896_RC10_01_22964.mzXML	ASM27614v1	genome	NaN	no
726	ASM27616v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_897_RC10_01_22552.mzXML	ASM27616v1	genome	NaN	no
727	ASM27616v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_897_RC12_01_22214.mzXML	ASM27616v1	genome	NaN	no
728	ASM27616v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_897_RC11_01_22965.mzXML	ASM27616v1	genome	NaN	no
729	ASM27646v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_898_RB4_01_22533.mzXML	ASM27646v1	genome	NaN	no
730	ASM27646v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_898_RB5_01_22194.mzXML	ASM27646v1	genome	NaN	no
731	ASM27618v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_900_RC11_01_22553.mzXML	ASM27618v1	genome	NaN	no
732	ASM27618v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_900_RD1_01_22216.mzXML	ASM27618v1	genome	NaN	no
733	ASM27618v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_900_RC12_01_22966.mzXML	ASM27618v1	genome	NaN	no
734	ASM27620v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_901_RC12_01_22554.mzXML	ASM27620v1	genome	NaN	no
735	ASM27620v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_901_RD2_01_22217.mzXML	ASM27620v1	genome	NaN	no
736	ASM27620v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_901_RD1_01_22968.mzXML	ASM27620v1	genome	NaN	no
737	ASM27622v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_902_RD1_01_22556.mzXML	ASM27622v1	genome	NaN	no
738	ASM27622v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_902_RD3_01_22218.mzXML	ASM27622v1	genome	NaN	no
739	ASM27622v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_902_RD2_01_22969.mzXML	ASM27622v1	genome	NaN	no
740	ASM27624v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_903_RA5_01_22521.mzXML	ASM27624v1	genome	NaN	no
741	ASM27624v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_903_RA5_01_22181.mzXML	ASM27624v1	genome	NaN	no
742	ASM27624v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_903_RA6_01_22934.mzXML	ASM27624v1	genome	NaN	no
743	ASM27626v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_904_RD2_01_22557.mzXML	ASM27626v1	genome	NaN	no
744	ASM27626v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_904_RD4_01_22219.mzXML	ASM27626v1	genome	NaN	no
745	ASM27626v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_904_RD3_01_22970.mzXML	ASM27626v1	genome	NaN	no
746	ASM15961v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_102_RD9_01_22564.mzXML	ASM15961v1	genome	NaN	no
747	ASM15961v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_102_RE4_01_22232.mzXML	ASM15961v1	genome	NaN	no
748	ASM15961v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_102_RD8_01_22975.mzXML	ASM15961v1	genome	NaN	no
749	ASM17711v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_118_RE6_01_22820.mzXML	ASM17711v1	genome	NaN	no
750	ASM17711v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_118_BD5_01_22900.mzXML	ASM17711v1	genome	NaN	no
751	ASM17711v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_118_BE1_01_22724.mzXML	ASM17711v1	genome	NaN	no
756	ASM18370v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_246_RE5_01_22819.mzXML	ASM18370v1	genome	NaN	no
757	ASM18370v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_246_BD4_01_22899.mzXML	ASM18370v1	genome	NaN	no
758	ASM18370v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_246_BD12_01_22722.mzXML	ASM18370v1	genome	NaN	no
759	Clos_symb_WAL_14163_V1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_TSB_309_RA7_01_22444.mzXML	Clos_symb_WAL_14163_V1	genome	NaN	no
760	Clos_symb_WAL_14163_V1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_BHI_309_BA9_01_23023.mzXML	Clos_symb_WAL_14163_V1	genome	NaN	no
761	ASM15408v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_RCM_633_RD9_01_22147.mzXML	ASM15408v1	genome	NaN	no
762	ASM15408v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_TSB_633_RD12_01_22488.mzXML	ASM15408v1	genome	NaN	no
763	ASM15408v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Anaerobic_BHI_633_BD10_01_23063.mzXML	ASM15408v1	genome	NaN	no
766	ASM16233v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_639_RG10_01_22850.mzXML	ASM16233v1	genome	NaN	no
767	ASM16233v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_TSB_639_RH9_01_23100.mzXML	ASM16233v1	genome	NaN	no
768	ASM16233v1	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_BHI_639_BG5_01_22754.mzXML	ASM16233v1	genome	NaN	no
769	ASM17699v2	GenBank_accession	AAAAA000000	ftp://massive.ucsd.edu/MSV000082045/peak/HMP/Samples/Aerobic_RCM_641_RD2_01_22803.mzXML	ASM17699v2	genome	NaN	no
