	NCBI_ID	Database	BioSample	LCMS_file	Genome_label	Method	New_NCBI_ID	Downloaded
569	2537561580	JGI_IMG_genome_ID	SAMN00189216	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_514_BE1_01_46155.mzXML	Propionibacterium acnes HL043PA2	genome	NaN	yes
570	2531839422	JGI_IMG_genome_ID	SAMN00189218	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_515_BE2_01_46156.mzXML	Propionibacterium acnes HL044PA1	genome	NaN	yes
571	2531839222	JGI_IMG_genome_ID	SAMN00189219	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_516_BE3_01_46157.mzXML	Propionibacterium acnes HL045PA1	genome	NaN	yes
572	2537561671	JGI_IMG_genome_ID	SAMN00189221	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_518_BE4_01_46158.mzXML	Propionibacterium acnes HL046PA2	genome	NaN	yes
573	2531839427	JGI_IMG_genome_ID	SAMN00189222	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_519_BE5_01_46159.mzXML	Propionibacterium acnes HL050PA1	genome	NaN	yes
574	2531839428	JGI_IMG_genome_ID	SAMN00189223	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_520_BE6_01_46160.mzXML	Propionibacterium acnes HL050PA2	genome	NaN	yes
575	2531839429	JGI_IMG_genome_ID	SAMN00189225	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_521_BE7_01_46163.mzXML	Propionibacterium acnes HL050PA3	genome	NaN	yes
576	2537561817	JGI_IMG_genome_ID	SAMN00189224	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_522_BE8_01_46164.mzXML	Propionibacterium acnes HL053PA1	genome	NaN	yes
577	2531839226	JGI_IMG_genome_ID	SAMN00189226	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_523_BE9_01_46165.mzXML	Propionibacterium acnes HL053PA2	genome	NaN	yes
578	2537561743	JGI_IMG_genome_ID	SAMN00189227	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_524_BE10_01_46166.mzXML	Propionibacterium acnes HL056PA1	genome	NaN	yes
579	2537561675	JGI_IMG_genome_ID	SAMN00189228	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_525_BE11_01_46167.mzXML	Propionibacterium acnes HL059PA1	genome	NaN	yes
580	2537561678	JGI_IMG_genome_ID	SAMN00189229	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_526_BE12_01_46168.mzXML	Propionibacterium acnes HL059PA2	genome	NaN	yes
581	2531839319	JGI_IMG_genome_ID	SAMN00189230	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_527_BF1_01_46171.mzXML	Propionibacterium acnes HL060PA1	genome	NaN	yes
582	2537561819	JGI_IMG_genome_ID	SAMN00189231	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_528_BF2_01_46172.mzXML	Propionibacterium acnes HL063PA1	genome	NaN	yes
583	2529292847	JGI_IMG_genome_ID	SAMN00189232	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_529_BF3_01_46173.mzXML	Propionibacterium acnes HL063PA2	genome	NaN	yes
584	2537561822	JGI_IMG_genome_ID	SAMN00189233	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_530_BF4_01_46174.mzXML	Propionibacterium acnes HL067PA1	genome	NaN	yes
585	2537561586	JGI_IMG_genome_ID	SAMN00189234	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_531_BF5_01_46175.mzXML	Propionibacterium acnes HL072PA1	genome	NaN	yes
586	2534682005	JGI_IMG_genome_ID	SAMN00189237	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_534_BF6_01_46176.mzXML	Propionibacterium acnes HL078PA1	genome	NaN	yes
587	2529292952	JGI_IMG_genome_ID	SAMN00189239	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_536_BF7_01_46179.mzXML	Propionibacterium acnes HL082PA2	genome	NaN	yes
588	2537561677	JGI_IMG_genome_ID	SAMN00189242	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_539_BF8_01_46180.mzXML	Propionibacterium acnes HL086PA1	genome	NaN	yes
589	2537561583	JGI_IMG_genome_ID	SAMN00189247	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_552_BF9_01_46181.mzXML	Propionibacterium acnes HL110PA1	genome	NaN	yes
590	2537561578	JGI_IMG_genome_ID	SAMN00189249	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_554_BF10_01_46182.mzXML	Propionibacterium acnes HL110PA3	genome	NaN	yes
591	2531839315	JGI_IMG_genome_ID	SAMN00189250	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_555_BF11_01_46183.mzXML	Propionibacterium acnes HL110PA4	genome	NaN	yes
592	647533241	JGI_IMG_genome_ID	SAMN02463830	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_64_BG7_01_46194.mzXML	Veillonella sp. 3_1_44	genome	NaN	yes
593	645058700	JGI_IMG_genome_ID	SAMN02436184	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_8_BB11_01_46117.mzXML	Propionibacterium acidifaciens F0233	genome	NaN	yes
594	647533196	JGI_IMG_genome_ID	SAMN02463806	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_80_BB2_01_46106.mzXML	Prevotella melaninogenica D18	genome	NaN	yes
595	2541047008	JGI_IMG_genome_ID	SAMN02596991	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_849_BB5_01_46109.mzXML	Prevotella oralis HGA0225	genome	NaN	yes
596	2541047009	JGI_IMG_genome_ID	SAMN02596980	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_852_BG5_01_46192.mzXML	Sutterella wadsworthensis HGA0223	genome	NaN	yes
597	645951836	JGI_IMG_genome_ID	SAMN00008850	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_92_BB10_01_46116.mzXML	Prevotella veroralis F0319	genome	NaN	yes
598	645951806	JGI_IMG_genome_ID	SAMN00008848	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%203A/HM_93_BB6_01_46110.mzXML	Prevotella oris F0302	genome	NaN	yes
599	2541046992	JGI_IMG_genome_ID	SAMN02596993	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_1036_GD4_01_45861.mzXML	Bacteroides stercoris CC31F	genome	NaN	yes
600	2541047574	JGI_IMG_genome_ID	SAMN02436887	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_1120_GD11_01_45870.mzXML	Bifidobacterium breve JCP7499	genome	NaN	yes
601	2600255234	JGI_IMG_genome_ID	SAMN02436756	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_1139_GE8_01_45883.mzXML	Clostridiales sp. F0540	genome	NaN	yes
602	643886104	JGI_IMG_genome_ID	SAMN00002241	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_13_GA5_01_45812.mzXML	Oribacterium sinus F0268	genome	NaN	yes
603	2531839498	JGI_IMG_genome_ID	SAMN00138210	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_133_GA4_01_45811.mzXML	Gardnerella vaginalis UPII 315-A	genome	NaN	yes
604	647533111	JGI_IMG_genome_ID	SAMN02463734	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_18_GC11_01_45852.mzXML	Bacteroides sp. 2_1_22	genome	NaN	yes
605	647533114	JGI_IMG_genome_ID	SAMN02463737	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_189_GD3_01_45860.mzXML	Bacteroides sp. D20	genome	NaN	yes
606	645058788	JGI_IMG_genome_ID	SAMN02463689	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_20_GC1_01_45840.mzXML	Bacteroides fragilis 3_1_12	genome	NaN	yes
607	649989912	JGI_IMG_genome_ID	SAMN02463790	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_210_GB9_01_45834.mzXML	Bacteroides eggerthii 1_2_48FAA	genome	NaN	yes
608	651324012	JGI_IMG_genome_ID	SAMN02463791	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_222_GC6_01_45845.mzXML	Bacteroides ovatus 3_8_47FAA	genome	NaN	yes
609	646206272	JGI_IMG_genome_ID	SAMN02463690	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_23_GC9_01_45850.mzXML	Bacteroides sp. 1_1_6	genome	NaN	yes
610	2562617184	JGI_IMG_genome_ID	SAMN02463750	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_238_GB2_01_45825.mzXML	Actinomyces viscosus C505	genome	NaN	yes
611	649989914	JGI_IMG_genome_ID	SAMN02463765	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_258_GC12_01_45853.mzXML	Bacteroides sp. 4_1_36	genome	NaN	yes
612	646206263	JGI_IMG_genome_ID	SAMN02463695	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_27_GD1_01_45858.mzXML	Bacteroides sp. 9_1_42FAA	genome	NaN	yes
613	2562617173	JGI_IMG_genome_ID	SAMN02463697	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_28_GD2_01_45859.mzXML	Bacteroides sp. D2	genome	NaN	yes
614	646206258	JGI_IMG_genome_ID	SAMN02463698	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_29_GB5_01_45828.mzXML	Bacteroides dorei 5_1_36/D4	genome	NaN	yes
615	649989916	JGI_IMG_genome_ID	SAMN02463822	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_30_GE4_01_45877.mzXML	Bifidobacterium sp. 12_1_47BFAA	genome	NaN	yes
616	2597489878	JGI_IMG_genome_ID	SAMN00103468	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_303_GA1_01_45808.mzXML	Clostridium orbiscindens 1_3_50AFAA	genome	NaN	yes
617	649989923	JGI_IMG_genome_ID	SAMN02463858	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_319_GA2_01_45809.mzXML	Clostridium symbiosum WAL-14673	genome	NaN	yes
618	2529292987	JGI_IMG_genome_ID	SAMN02596717	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_574_GA12_01_45821.mzXML	Treponema denticola ASLM	genome	NaN	yes
619	2529292986	JGI_IMG_genome_ID	SAMN02596716	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_575_GA11_01_45820.mzXML	Treponema denticola AL-2	genome	NaN	yes
620	647533110	JGI_IMG_genome_ID	SAMN02463733	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_58_GC10_01_45851.mzXML	Bacteroides sp. 2_1_16	genome	NaN	yes
621	640963015	JGI_IMG_genome_ID	SAMN00627056	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_633_GD6_01_45863.mzXML	Bifidobacterium adolescentis L2-32	genome	NaN	yes
622	2531839305	JGI_IMG_genome_ID	SAMN02463925	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_709_GC4_01_45843.mzXML	Bacteroides fragilis CL07T00C01	genome	NaN	yes
623	2531839306	JGI_IMG_genome_ID	SAMN02463926	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_710_GC5_01_45844.mzXML	Bacteroides fragilis CL07T12C05	genome	NaN	yes
624	2531839304	JGI_IMG_genome_ID	SAMN02463922	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_714_GC3_01_45842.mzXML	Bacteroides fragilis CL03T12C07	genome	NaN	yes
625	2537562062	JGI_IMG_genome_ID	SAMN02463918	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_717_GB6_01_45829.mzXML	Bacteroides dorei CL02T00C15	genome	NaN	yes
626	2531839307	JGI_IMG_genome_ID	SAMN02463919	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_719_GB7_01_45832.mzXML	Bacteroides dorei CL02T12C06	genome	NaN	yes
627	2537561756	JGI_IMG_genome_ID	SAMN02463934	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_720_GD5_01_45862.mzXML	Bacteroides vulgatus CL09T03C04	genome	NaN	yes
628	2537561665	JGI_IMG_genome_ID	SAMN02463930	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_725_GC7_01_45848.mzXML	Bacteroides salyersiae CL02T12C01	genome	NaN	yes
629	2531839301	JGI_IMG_genome_ID	SAMN02463917	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_726_GB4_01_45827.mzXML	Bacteroides cellulosilyticus CL02T12C19	genome	NaN	yes
630	2547132079	JGI_IMG_genome_ID	SAMN02463931	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_727_GB12_01_45837.mzXML	Bacteroides finegoldii CL09T03C10	genome	NaN	yes
631	2531839303	JGI_IMG_genome_ID	SAMN02463916	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_728_GB3_01_45826.mzXML	Bacteroides caccae CL03T12C61	genome	NaN	yes
632	2534681605	JGI_IMG_genome_ID	SAMN02463942	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_729_GA9_01_45818.mzXML	Parabacteroides merdae CL09T00C40	genome	NaN	yes
633	2529293058	JGI_IMG_genome_ID	SAMN02463941	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_730_GA8_01_45817.mzXML	Parabacteroides merdae CL03T12C32	genome	NaN	yes
634	2534682202	JGI_IMG_genome_ID	SAMN02463940	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_731_GA7_01_45816.mzXML	Parabacteroides johnsonii CL02T12C29	genome	NaN	yes
635	2537561948	JGI_IMG_genome_ID	SAMN02463955	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_780_GE9_01_45884.mzXML	Clostridiales sp. OBRC5-5	genome	NaN	yes
636	643886056	JGI_IMG_genome_ID	SAMN02595304	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_81_GB1_01_45824.mzXML	Acidaminococcus sp. D21	genome	NaN	yes
637	2529293221	JGI_IMG_genome_ID	SAMN00829148	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_845_GE3_01_45876.mzXML	Bifidobacterium longum subsp. longum 44B	genome	NaN	yes
638	2529293225	JGI_IMG_genome_ID	SAMN00829158	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_847_GE2_01_45875.mzXML	Bifidobacterium longum subsp. longum 35B	genome	NaN	yes
639	2531839495	JGI_IMG_genome_ID	SAMN00829155	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_848_GE1_01_45874.mzXML	Bifidobacterium longum subsp. longum 2-2B	genome	NaN	yes
640	2541047014	JGI_IMG_genome_ID	SAMN02596976	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_856_GD10_01_45869.mzXML	Bifidobacterium breve HPH0326	genome	NaN	yes
641	2558860922	JGI_IMG_genome_ID	SAMN02597441	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%201B/HM_868_GE5_01_45878.mzXML	Bifidobacterium sp. MSTE12	genome	NaN	yes
642	2600255042	JGI_IMG_genome_ID	SAMN02436820	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_1033_BA4_01_45999.mzXML	Clostridium sp. KLE 1755	genome	NaN	yes
643	2541047559	JGI_IMG_genome_ID	SAMN02436832	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_1105_BC2_01_46029.mzXML	Gardnerella vaginalis JCP7275	genome	NaN	yes
644	2541047560	JGI_IMG_genome_ID	SAMN02436904	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_1106_BC3_01_46030.mzXML	Gardnerella vaginalis JCP7276	genome	NaN	yes
645	2541047561	JGI_IMG_genome_ID	SAMN02436712	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_1107_BC4_01_46031.mzXML	Gardnerella vaginalis JCP7659	genome	NaN	yes
646	2541047562	JGI_IMG_genome_ID	SAMN02436831	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_1108_BC5_01_46032.mzXML	Gardnerella vaginalis JCP7672	genome	NaN	yes
647	2541047563	JGI_IMG_genome_ID	SAMN02436711	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_1109_BC6_01_46033.mzXML	Gardnerella vaginalis JCP7719	genome	NaN	yes
648	2541047564	JGI_IMG_genome_ID	SAMN02436912	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_1110_BC7_01_46036.mzXML	Gardnerella vaginalis JCP8017A	genome	NaN	yes
649	2541047565	JGI_IMG_genome_ID	SAMN02436773	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_1111_BC8_01_46037.mzXML	Gardnerella vaginalis JCP8017B	genome	NaN	yes
650	2541047566	JGI_IMG_genome_ID	SAMN02436710	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_1112_BC9_01_46038.mzXML	Gardnerella vaginalis JCP8066	genome	NaN	yes
651	2541047568	JGI_IMG_genome_ID	SAMN02436830	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_1114_BC10_01_46039.mzXML	Gardnerella vaginalis JCP8108	genome	NaN	yes
652	2541047569	JGI_IMG_genome_ID	SAMN02436772	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_1115_BC11_01_46040.mzXML	Gardnerella vaginalis JCP8151A	genome	NaN	yes
653	2541047570	JGI_IMG_genome_ID	SAMN02436771	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_1116_BC12_01_46041.mzXML	Gardnerella vaginalis JCP8151B	genome	NaN	yes
654	2541047572	JGI_IMG_genome_ID	SAMN02436829	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_1118_BD1_01_46044.mzXML	Gardnerella vaginalis JCP8481B	genome	NaN	yes
655	2541047573	JGI_IMG_genome_ID	SAMN02436909	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_1119_BD2_01_46045.mzXML	Gardnerella vaginalis JCP8522	genome	NaN	yes
656	651324049	JGI_IMG_genome_ID	SAMN02463773	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_154_BD3_01_46046.mzXML	Lachnospiraceae sp. 2_1_58FAA	genome	NaN	yes
657	2513237364	JGI_IMG_genome_ID	SAMN02463766	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_176_BA7_01_46004.mzXML	Coprobacillus sp. 8_2_54BFAA	genome	NaN	yes
658	2513237359	JGI_IMG_genome_ID	SAMN02463784	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_198_BE8_01_46069.mzXML	Olsenella sp. F0356	genome	NaN	yes
659	651324085	JGI_IMG_genome_ID	SAMN00031761	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_207_BE12_01_46073.mzXML	Parvimonas sp. F0139	genome	NaN	yes
660	2531839191	JGI_IMG_genome_ID	SAMN02463835	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_260_BB10_01_46023.mzXML	Fusobacterium nucleatum subsp. polymorphum F0401	genome	NaN	yes
661	649989921	JGI_IMG_genome_ID	SAMN00116782	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_287_BA3_01_45998.mzXML	Clostridium sp. HGF2	genome	NaN	yes
662	2597489879	JGI_IMG_genome_ID	SAMN00103554	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_304_BA6_01_46001.mzXML	Collinsella sp. 4_8_47FAA	genome	NaN	yes
663	646206260	JGI_IMG_genome_ID	SAMN02463700	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_36_BA2_01_45997.mzXML	Clostridium sp. 7_2_43FAA	genome	NaN	yes
664	649989942	JGI_IMG_genome_ID	SAMN00189137	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_463_BB3_01_46014.mzXML	Enterococcus faecium TX0133a04	genome	NaN	yes
665	648861011	JGI_IMG_genome_ID	SAMN02463827	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_6_BF3_01_46078.mzXML	Peptoniphilus sp. F0131	genome	NaN	yes
666	651324056	JGI_IMG_genome_ID	SAMN02595376	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_7_BD5_01_46048.mzXML	Lachnospiraceae sp. F0167	genome	NaN	yes
667	2537561939	JGI_IMG_genome_ID	SAMN02596922	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_758_BB9_01_46022.mzXML	Fusobacterium nucleatum subsp. animalis F0419	genome	NaN	yes
668	2524023211	JGI_IMG_genome_ID	SAMN00828787	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_764_BA5_01_46000.mzXML	Clostridium sp. MSTE9	genome	NaN	yes
669	2537561881	JGI_IMG_genome_ID	SAMN00828783	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_768_BD6_01_46049.mzXML	Lachnospiraceae sp. ICM7	genome	NaN	yes
670	646206279	JGI_IMG_genome_ID	SAMN02463739	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_77_BE10_01_46071.mzXML	Parabacteroides sp. D13	genome	NaN	yes
671	2558860390	JGI_IMG_genome_ID	SAMN02436401	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_825_BF2_01_46077.mzXML	Peptoniphilus sp. BV3AC2	genome	NaN	yes
672	2558860924	JGI_IMG_genome_ID	SAMN02597442	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_871_BB12_01_46025.mzXML	Fusobacterium sp. CM21	genome	NaN	yes
673	2558860926	JGI_IMG_genome_ID	SAMN02641566	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_874_BC1_01_46028.mzXML	Fusobacterium sp. CM22	genome	NaN	yes
674	2519103116	JGI_IMG_genome_ID	SAMN02299461	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_934_BA8_01_46005.mzXML	Enterococcus faecalis ERV103	genome	NaN	yes
675	2531839107	JGI_IMG_genome_ID	SAMN02299479	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_952_BA9_01_46006.mzXML	Enterococcus faecium 503	genome	NaN	yes
676	2531839114	JGI_IMG_genome_ID	SAMN02299486	ftp://massive.ucsd.edu/MSV000084475/peak/mzXML%20files/FCM%20Plates/FCM%20Plate%202B/HM_959_BA10_01_46007.mzXML	Enterococcus faecium 513	genome	NaN	yes
