	NCBI_ID	Database	BioSample	LCMS_file	Genome_label	Method	New_NCBI_ID	Downloaded
126	ERS4346462	ENA_NCBI_accession	ERS4346462	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84857_RE9_01_35486.mzXML	ERS4346462	metagenome	ERS4346462	yes
127	ERS4346463	ENA_NCBI_accession	ERS4346463	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84858_RD3_01_35697.mzXML	ERS4346463	metagenome	ERS4346463	yes
128	ERS4346464	ENA_NCBI_accession	ERS4346464	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84859_RH9_01_35526.mzXML	ERS4346464	metagenome	ERS4346464	yes
129	ERS4346465	ENA_NCBI_accession	ERS4346465	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84860_BH8_01_35644.mzXML	ERS4346465	metagenome	ERS4346465	yes
130	ERS4346466	ENA_NCBI_accession	ERS4346466	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84861_RC11_01_35461.mzXML	ERS4346466	metagenome	ERS4346466	yes
131	ERS4346467	ENA_NCBI_accession	ERS4346467	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84862_RF12_01_35502.mzXML	ERS4346467	metagenome	ERS4346467	yes
132	ERS4346468	ENA_NCBI_accession	ERS4346468	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84863_RG9_01_35513.mzXML	ERS4346468	metagenome	ERS4346468	yes
133	ERS4346470	ENA_NCBI_accession	ERS4346470	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84865_RB5_01_35442.mzXML	ERS4346470	metagenome	ERS4346470	yes
134	ERS4346471	ENA_NCBI_accession	ERS4346471	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84866_RB10_01_35447.mzXML	ERS4346471	metagenome	ERS4346471	yes
135	ERS4346472	ENA_NCBI_accession	ERS4346472	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84867_RA3_01_35428.mzXML	ERS4346472	metagenome	ERS4346472	yes
136	ERS4346473	ENA_NCBI_accession	ERS4346473	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84868_RG4_01_35507.mzXML	ERS4346473	metagenome	ERS4346473	yes
137	ERS4346474	ENA_NCBI_accession	ERS4346474	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84869_BG12_01_35632.mzXML	ERS4346474	metagenome	ERS4346474	yes
138	ERS4346475	ENA_NCBI_accession	ERS4346475	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84870_BH2_01_35635.mzXML	ERS4346475	metagenome	ERS4346475	yes
139	ERS4346476	ENA_NCBI_accession	ERS4346476	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84871_BG9_01_35628.mzXML	ERS4346476	metagenome	ERS4346476	yes
140	ERS4346477	ENA_NCBI_accession	ERS4346477	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84872_RC10_01_35460.mzXML	ERS4346477	metagenome	ERS4346477	yes
141	ERS4346478	ENA_NCBI_accession	ERS4346478	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84873_RD6_01_35468.mzXML	ERS4346478	metagenome	ERS4346478	yes
142	ERS4346479	ENA_NCBI_accession	ERS4346479	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84874_BG6_01_35619.mzXML	ERS4346479	metagenome	ERS4346479	yes
143	ERS4346480	ENA_NCBI_accession	ERS4346480	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84875_RD10_01_35472.mzXML	ERS4346480	metagenome	ERS4346480	yes
144	ERS4346481	ENA_NCBI_accession	ERS4346481	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84876_RG11_01_35515.mzXML	ERS4346481	metagenome	ERS4346481	yes
145	ERS4346482	ENA_NCBI_accession	ERS4346482	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84877_BA9_01_35542.mzXML	ERS4346482	metagenome	ERS4346482	yes
146	ERS4346483	ENA_NCBI_accession	ERS4346483	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84878_RE10_01_35487.mzXML	ERS4346483	metagenome	ERS4346483	yes
147	ERS4346485	ENA_NCBI_accession	ERS4346485	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84880_BC8_01_35567.mzXML	ERS4346485	metagenome	ERS4346485	yes
148	ERS4346486	ENA_NCBI_accession	ERS4346486	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84881_BF2_01_35603.mzXML	ERS4346486	metagenome	ERS4346486	yes
149	ERS4346487	ENA_NCBI_accession	ERS4346487	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84882_BA3_01_35536.mzXML	ERS4346487	metagenome	ERS4346487	yes
150	ERS4346488	ENA_NCBI_accession	ERS4346488	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84883_RF2_01_35492.mzXML	ERS4346488	metagenome	ERS4346488	yes
151	ERS4346489	ENA_NCBI_accession	ERS4346489	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84884_BD4_01_35575.mzXML	ERS4346489	metagenome	ERS4346489	yes
152	ERS4346490	ENA_NCBI_accession	ERS4346490	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84885_RE3_01_35712.mzXML	ERS4346490	metagenome	ERS4346490	yes
153	ERS4346492	ENA_NCBI_accession	ERS4346492	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84887_BH3_01_35636.mzXML	ERS4346492	metagenome	ERS4346492	yes
154	ERS4346493	ENA_NCBI_accession	ERS4346493	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84888_BA11_01_35544.mzXML	ERS4346493	metagenome	ERS4346493	yes
155	ERS4346494	ENA_NCBI_accession	ERS4346494	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84889_BA10_01_35543.mzXML	ERS4346494	metagenome	ERS4346494	yes
156	ERS4346496	ENA_NCBI_accession	ERS4346496	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84891_BG3_01_35616.mzXML	ERS4346496	metagenome	ERS4346496	yes
157	ERS4346497	ENA_NCBI_accession	ERS4346497	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84892_BE11_01_35600.mzXML	ERS4346497	metagenome	ERS4346497	yes
158	ERS4346498	ENA_NCBI_accession	ERS4346498	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84893_RG10_01_35514.mzXML	ERS4346498	metagenome	ERS4346498	yes
159	ERS4346499	ENA_NCBI_accession	ERS4346499	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84894_RE12_01_35489.mzXML	ERS4346499	metagenome	ERS4346499	yes
160	ERS4346500	ENA_NCBI_accession	ERS4346500	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84895_BG4_01_35617.mzXML	ERS4346500	metagenome	ERS4346500	yes
161	ERS4346501	ENA_NCBI_accession	ERS4346501	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84896_BB8_01_35555.mzXML	ERS4346501	metagenome	ERS4346501	yes
162	ERS4346502	ENA_NCBI_accession	ERS4346502	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84897_RG5_01_35740.mzXML	ERS4346502	metagenome	ERS4346502	yes
163	ERS4346503	ENA_NCBI_accession	ERS4346503	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84898_BF4_01_35605.mzXML	ERS4346503	metagenome	ERS4346503	yes
164	ERS4346504	ENA_NCBI_accession	ERS4346504	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84899_RB7_01_35444.mzXML	ERS4346504	metagenome	ERS4346504	yes
165	ERS4346505	ENA_NCBI_accession	ERS4346505	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84900_BD8_01_35579.mzXML	ERS4346505	metagenome	ERS4346505	yes
166	ERS4346506	ENA_NCBI_accession	ERS4346506	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84901_RD7_01_35469.mzXML	ERS4346506	metagenome	ERS4346506	yes
167	ERS4346507	ENA_NCBI_accession	ERS4346507	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84902_BC3_01_35562.mzXML	ERS4346507	metagenome	ERS4346507	yes
168	ERS4346509	ENA_NCBI_accession	ERS4346509	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84904_RG2_01_35505.mzXML	ERS4346509	metagenome	ERS4346509	yes
169	ERS4346510	ENA_NCBI_accession	ERS4346510	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84905_BB12_01_35559.mzXML	ERS4346510	metagenome	ERS4346510	yes
170	ERS4346511	ENA_NCBI_accession	ERS4346511	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84906_RD9_01_35471.mzXML	ERS4346511	metagenome	ERS4346511	yes
171	ERS4346512	ENA_NCBI_accession	ERS4346512	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84907_RD11_01_35473.mzXML	ERS4346512	metagenome	ERS4346512	yes
172	ERS4346513	ENA_NCBI_accession	ERS4346513	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84908_RC12_01_35462.mzXML	ERS4346513	metagenome	ERS4346513	yes
173	ERS4346514	ENA_NCBI_accession	ERS4346514	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84909_RD8_01_35470.mzXML	ERS4346514	metagenome	ERS4346514	yes
174	ERS4346515	ENA_NCBI_accession	ERS4346515	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84910_BC5_01_35564.mzXML	ERS4346515	metagenome	ERS4346515	yes
175	ERS4346516	ENA_NCBI_accession	ERS4346516	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84911_RH12_01_35529.mzXML	ERS4346516	metagenome	ERS4346516	yes
176	ERS4346517	ENA_NCBI_accession	ERS4346517	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84912_RB6_01_35443.mzXML	ERS4346517	metagenome	ERS4346517	yes
177	ERS4346519	ENA_NCBI_accession	ERS4346519	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84914_BE12_01_35601.mzXML	ERS4346519	metagenome	ERS4346519	yes
178	ERS4346520	ENA_NCBI_accession	ERS4346520	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84915_RF5_01_35495.mzXML	ERS4346520	metagenome	ERS4346520	yes
179	ERS4346522	ENA_NCBI_accession	ERS4346522	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84917_BC12_01_35571.mzXML	ERS4346522	metagenome	ERS4346522	yes
180	ERS4346523	ENA_NCBI_accession	ERS4346523	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84918_BG2_01_35615.mzXML	ERS4346523	metagenome	ERS4346523	yes
181	ERS4346524	ENA_NCBI_accession	ERS4346524	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84919_BA7_01_35540.mzXML	ERS4346524	metagenome	ERS4346524	yes
182	ERS4346525	ENA_NCBI_accession	ERS4346525	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84920_RE5_01_35714.mzXML	ERS4346525	metagenome	ERS4346525	yes
183	ERS4346527	ENA_NCBI_accession	ERS4346527	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84922_RG3_01_35506.mzXML	ERS4346527	metagenome	ERS4346527	yes
184	ERS4346528	ENA_NCBI_accession	ERS4346528	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84923_RG12_01_35516.mzXML	ERS4346528	metagenome	ERS4346528	yes
185	ERS4346529	ENA_NCBI_accession	ERS4346529	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84924_BB3_01_35548.mzXML	ERS4346529	metagenome	ERS4346529	yes
186	ERS4346530	ENA_NCBI_accession	ERS4346530	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84925_RF10_01_35731.mzXML	ERS4346530	metagenome	ERS4346530	yes
187	ERS4346531	ENA_NCBI_accession	ERS4346531	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84926_BE5_01_35591.mzXML	ERS4346531	metagenome	ERS4346531	yes
188	ERS4346532	ENA_NCBI_accession	ERS4346532	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84927_RB3_01_35673.mzXML	ERS4346532	metagenome	ERS4346532	yes
189	ERS4346533	ENA_NCBI_accession	ERS4346533	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84928_BF7_01_35608.mzXML	ERS4346533	metagenome	ERS4346533	yes
190	ERS4346534	ENA_NCBI_accession	ERS4346534	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84929_RD7_01_35360.mzXML	ERS4346534	metagenome	ERS4346534	yes
191	ERS4346535	ENA_NCBI_accession	ERS4346535	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84930_RF3_01_35493.mzXML	ERS4346535	metagenome	ERS4346535	yes
192	ERS4346536	ENA_NCBI_accession	ERS4346536	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84931_RE4_01_35713.mzXML	ERS4346536	metagenome	ERS4346536	yes
193	ERS4346537	ENA_NCBI_accession	ERS4346537	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84932_BA4_01_35537.mzXML	ERS4346537	metagenome	ERS4346537	yes
194	ERS4346538	ENA_NCBI_accession	ERS4346538	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84933_BD10_01_35581.mzXML	ERS4346538	metagenome	ERS4346538	yes
195	ERS4346539	ENA_NCBI_accession	ERS4346539	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84934_RB3_01_35440.mzXML	ERS4346539	metagenome	ERS4346539	yes
196	ERS4346540	ENA_NCBI_accession	ERS4346540	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84935_BD6_01_35577.mzXML	ERS4346540	metagenome	ERS4346540	yes
197	ERS4341415	ENA_NCBI_accession	ERS4341415	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84937_RF7_01_35157.mzXML	ERS4341415	metagenome	ERS4341415	yes
198	ERS4341416	ENA_NCBI_accession	ERS4341416	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84938_RC3_01_35685.mzXML	ERS4341416	metagenome	ERS4341416	yes
199	ERS4341417	ENA_NCBI_accession	ERS4341417	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84939_RB10_01_35337.mzXML	ERS4341417	metagenome	ERS4341417	yes
200	ERS4341418	ENA_NCBI_accession	ERS4341418	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84940_RC12_01_35118.mzXML	ERS4341418	metagenome	ERS4341418	yes
201	ERS4341419	ENA_NCBI_accession	ERS4341419	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84941_RH4_01_35751.mzXML	ERS4341419	metagenome	ERS4341419	yes
202	ERS4341420	ENA_NCBI_accession	ERS4341420	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84942_RH6_01_35414.mzXML	ERS4341420	metagenome	ERS4341420	yes
203	ERS4341421	ENA_NCBI_accession	ERS4341421	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84943_RA8_01_35433.mzXML	ERS4341421	metagenome	ERS4341421	yes
204	ERS4341422	ENA_NCBI_accession	ERS4341422	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84944_RD12_01_35474.mzXML	ERS4341422	metagenome	ERS4341422	yes
205	ERS4341423	ENA_NCBI_accession	ERS4341423	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84945_RF5_01_35387.mzXML	ERS4341423	metagenome	ERS4341423	yes
206	ERS4341424	ENA_NCBI_accession	ERS4341424	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84946_RG11_01_35407.mzXML	ERS4341424	metagenome	ERS4341424	yes
207	ERS4341425	ENA_NCBI_accession	ERS4341425	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84947_RG10_01_35406.mzXML	ERS4341425	metagenome	ERS4341425	yes
208	ERS4341426	ENA_NCBI_accession	ERS4341426	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84948_RB12_01_35339.mzXML	ERS4341426	metagenome	ERS4341426	yes
209	ERS4341427	ENA_NCBI_accession	ERS4341427	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84949_RD8_01_35361.mzXML	ERS4341427	metagenome	ERS4341427	yes
210	ERS4341428	ENA_NCBI_accession	ERS4341428	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84950_RG6_01_35169.mzXML	ERS4341428	metagenome	ERS4341428	yes
211	ERS4341429	ENA_NCBI_accession	ERS4341429	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84951_BE9_01_35264.mzXML	ERS4341429	metagenome	ERS4341429	yes
212	ERS4341430	ENA_NCBI_accession	ERS4341430	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84952_BH6_01_35299.mzXML	ERS4341430	metagenome	ERS4341430	yes
213	ERS4346542	ENA_NCBI_accession	ERS4346542	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84953_RA5_01_35430.mzXML	ERS4346542	metagenome	ERS4346542	yes
214	ERS4346543	ENA_NCBI_accession	ERS4346543	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84954_BA3_01_35765.mzXML	ERS4346543	metagenome	ERS4346543	yes
215	ERS4346545	ENA_NCBI_accession	ERS4346545	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84956_BD3_01_35574.mzXML	ERS4346545	metagenome	ERS4346545	yes
216	ERS4346546	ENA_NCBI_accession	ERS4346546	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84957_RE2_01_35479.mzXML	ERS4346546	metagenome	ERS4346546	yes
217	ERS4346547	ENA_NCBI_accession	ERS4346547	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84958_BH4_01_35638.mzXML	ERS4346547	metagenome	ERS4346547	yes
218	ERS4346549	ENA_NCBI_accession	ERS4346549	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84960_RE2_01_35367.mzXML	ERS4346549	metagenome	ERS4346549	yes
219	ERS4346550	ENA_NCBI_accession	ERS4346550	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84961_RD5_01_35699.mzXML	ERS4346550	metagenome	ERS4346550	yes
220	ERS4346551	ENA_NCBI_accession	ERS4346551	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84962_RD9_01_35703.mzXML	ERS4346551	metagenome	ERS4346551	yes
221	ERS4346552	ENA_NCBI_accession	ERS4346552	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84963_RH5_01_35522.mzXML	ERS4346552	metagenome	ERS4346552	yes
222	ERS4346553	ENA_NCBI_accession	ERS4346553	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84964_BH5_01_35639.mzXML	ERS4346553	metagenome	ERS4346553	yes
223	ERS4346554	ENA_NCBI_accession	ERS4346554	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84965_RH8_01_35525.mzXML	ERS4346554	metagenome	ERS4346554	yes
224	ERS4346555	ENA_NCBI_accession	ERS4346555	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84966_RG2_01_35737.mzXML	ERS4346555	metagenome	ERS4346555	yes
225	ERS4346556	ENA_NCBI_accession	ERS4346556	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84967_RH2_01_35519.mzXML	ERS4346556	metagenome	ERS4346556	yes
226	ERS4346557	ENA_NCBI_accession	ERS4346557	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84968_BC7_01_35566.mzXML	ERS4346557	metagenome	ERS4346557	yes
227	ERS4346558	ENA_NCBI_accession	ERS4346558	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84969_RF8_01_35498.mzXML	ERS4346558	metagenome	ERS4346558	yes
228	ERS4346559	ENA_NCBI_accession	ERS4346559	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84970_BD12_01_35583.mzXML	ERS4346559	metagenome	ERS4346559	yes
229	ERS4346560	ENA_NCBI_accession	ERS4346560	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84971_RH6_01_35523.mzXML	ERS4346560	metagenome	ERS4346560	yes
230	ERS4346561	ENA_NCBI_accession	ERS4346561	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84972_BG10_01_35629.mzXML	ERS4346561	metagenome	ERS4346561	yes
231	ERS4341431	ENA_NCBI_accession	ERS4341431	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84973_rerun_BA12_01_35549.mzXML	ERS4341431	metagenome	ERS4341431	yes
232	ERS4346562	ENA_NCBI_accession	ERS4346562	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84974_BA6_01_35539.mzXML	ERS4346562	metagenome	ERS4346562	yes
233	ERS4346563	ENA_NCBI_accession	ERS4346563	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84975_BG8_01_35627.mzXML	ERS4346563	metagenome	ERS4346563	yes
234	ERS4346564	ENA_NCBI_accession	ERS4346564	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84976_BH12_01_35650.mzXML	ERS4346564	metagenome	ERS4346564	yes
235	ERS4346565	ENA_NCBI_accession	ERS4346565	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84977_BB12_01_35219.mzXML	ERS4346565	metagenome	ERS4346565	yes
236	ERS4346566	ENA_NCBI_accession	ERS4346566	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84978_RH3_01_35520.mzXML	ERS4346566	metagenome	ERS4346566	yes
237	ERS4346567	ENA_NCBI_accession	ERS4346567	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84979_RB4_01_35441.mzXML	ERS4346567	metagenome	ERS4346567	yes
238	ERS4346568	ENA_NCBI_accession	ERS4346568	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84980_BB11_01_35558.mzXML	ERS4346568	metagenome	ERS4346568	yes
239	ERS4346569	ENA_NCBI_accession	ERS4346569	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84981_RA7_01_35432.mzXML	ERS4346569	metagenome	ERS4346569	yes
240	ERS4346570	ENA_NCBI_accession	ERS4346570	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84982_BG5_01_35618.mzXML	ERS4346570	metagenome	ERS4346570	yes
241	ERS4346571	ENA_NCBI_accession	ERS4346571	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84983_RD4_01_35466.mzXML	ERS4346571	metagenome	ERS4346571	yes
242	ERS4346572	ENA_NCBI_accession	ERS4346572	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84984_BB6_01_35552.mzXML	ERS4346572	metagenome	ERS4346572	yes
243	ERS4346573	ENA_NCBI_accession	ERS4346573	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84985_RD4_01_35698.mzXML	ERS4346573	metagenome	ERS4346573	yes
244	ERS4346574	ENA_NCBI_accession	ERS4346574	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84986_RH10_01_35527.mzXML	ERS4346574	metagenome	ERS4346574	yes
245	ERS4346577	ENA_NCBI_accession	ERS4346577	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84989_BC2_01_35561.mzXML	ERS4346577	metagenome	ERS4346577	yes
246	ERS4346578	ENA_NCBI_accession	ERS4346578	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84990_BE7_01_35596.mzXML	ERS4346578	metagenome	ERS4346578	yes
247	ERS4341432	ENA_NCBI_accession	ERS4341432	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84991_RH5_01_35182.mzXML	ERS4341432	metagenome	ERS4341432	yes
248	ERS4341433	ENA_NCBI_accession	ERS4341433	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G84992_BC5_01_35776.mzXML	ERS4341433	metagenome	ERS4341433	yes
